Symbol
ADCK1
PRDX6
TKT
NIPSNAP1
GARS
ACSM2A
SLC25A33
DHRSX
LYRM9
RAB24
PARS2
MRPL52
PUS1
GOT2
CARKD
ND3
ACCS
PTRH2
PGS1
OXR1
LYPLAL1
DNAJC28
GSTO1
FPGS
TMEM205
SLC25A53
AIFM3
MGST1
ABCA13
MTFP1
TUBB3
COA4
NIF3L1
PUSL1
SDSL
BAX
MAVS
METTL17
ACACB
ARG2
MTPAP
CCDC51
SUGCT
DNM1L
NRD1
TMEM126B
NSUN4
ACSS3
FAM210B
RBFA
CISD2
METAP1D
AHCYL1
NIPSNAP3A
MARC1
FUNDC1
ACSL1
COX20
HSDL1
CBR3
MTERFD2
NUDT19
HEBP1
PTPMT1
PGAM5
DTYMK
KARS
STAR
DNAJC19
HMBS
OTC
COX7A2L
MTERFD1
SFXN2
FASN
PINK1
TMEM177
TXNRD1
THNSL1
SLC37A4
FDPS
IDI1
TOP3A
FTMT
LDHAL6B
ATXN2
MTFR1
DDAH1
BCL2L13
TRMT10C
ACOT7
TFB1M
ARF5
CCDC109B
C10orf2
MMADHC
ALKBH3
PYCR2
RPS18
TSTD1
RDH11
HSPB7
LYRM1
OSBPL1A
RECQL4
PET100
HK1
GDAP1
MTIF3
UNG
GLYAT
SHMT1
ISOC2
PTS
PPWD1
ATP5G1
SLC16A11
QDPR
SLC16A7
ABCB9
ADCK4
GTPBP10
TARS
TSPO
FTH1
TRMT1
PSMA6
ADCK2
ACOX3
RAB35
TSTD3
MRPS36
PDP2
AGPAT5
FAM195A
UCP2
SLC25A37
SLC25A28
SLC25A48
SLC25A43
SLC25A47
SLC25A41
SLC25A34
PACSIN2
ACO1
MLH1
MTHFD1
EEFSEC
EPHX2
DHCR24
NUDT5
MICU1
SOD1
SERHL2
WDR81
NDUFAF3
BOLA3
OCIAD2
RSAD1
NCEH1
CHCHD6
TPI1
FASTKD2
PEX11B
TMEM186
OBSCN
CYB5A
PIF1
FABP1
ABCD1
GAPDH
PROSC
STOML1
DBI
PI4KA
PNPT1
TMBIM4
TOP1MT
C15orf40
RNASEH1
ABCA9
SCP2
NT5DC3
PTPN4
CMC4
ACOX1
LDHB
YBEY
HINT1
PKLR
MUL1
TK2
AGMAT
CMPK2
BID
ARL2
SYNJ2BP
MFF
DCXR
NUDT9
AMACR
NUDT6
ATP5SL
FTSJ2
BAK1
DHODH
MAOB
MGST3
ACP6
MRPL48
AGXT
CYB5R3
DDX28
BNIP3
MUTYH
GTPBP6
CYP11A1
OCIAD1
METTL8
RPUSD4
NME6
FKBP8
NLRX1
FOXRED1
TFB2M
PPM1K
ATP5G2
ND1
MSRB3
NIPSNAP3B
NTHL1
MARCH5
SFXN4
SLC25A6
OGG1
QTRT1
AIFM2
PRDX2
FBXL4
GPAM
ATP5S
RMDN3
FAM213A
USMG5
PET117
MAOA
C15orf61
IFI27
MMACHC
RPS15A
CRYZ
PYCR1
KRT5
RPL10A
TMLHE
TOMM20
RPS14
COA7
MIEF1
SCCPDH
C15orf48
BNIP3L
FASTKD5
PARK7
RARS
KIF1B
COA1
ND4L
SIRT4
UQCC2
PDE12
NME3
DHX30
FASTK
METTL15
CYP24A1
PANK2
CA5A
NT5DC2
ACYP2
ATAD3B
TRUB2
COMTD1
CPT1C
C3orf33
SND1
ANGEL2
PRDX4
CCT7
P4HB
APEX2
PAICS
MGARP
HDHD3
PSTK
CYP11B2
ATIC
WBSCR16
FAM185A
PMAIP1
TXNDC12
ABCF2
TDRKH
CYP27B1
POLG2
SLC30A6
DUSP26
MTERF
GPX4
SLC22A4
COMT
C12orf10
SPATA20
GNG5
CCDC127
CRY1
ACSL4
MGME1
SEPT4
EMC2
EFHD1
C20orf24
SPTLC2
AGR2
NT5C
NCOA4
NEU4
AGK
DUS2
TOMM34
KIAA0391
TCHP
CKMT1B
NDUFB1
ATP5J2-PTCD1
CASP8
BCL2L1
RPL35A
ARMC10
CDC25C
RAB32
CYB5R2
RAB11FIP5
THG1L
GOLPH3
PREPL
FASTKD3
CEP89
NUCB2
TCIRG1
NBR1
RCN2
FKBP10
SETD9
RPIA
LAMC1
BAD
BCL2
BCL2L2
DMPK
DNA2
ND6
ALKBH1
PICK1
AKAP10
PAK7
NSUN3
PABPC5
PRSS35
ATP10D
SERAC1
STX17
TRMT61B
PLGRKT
RPL34
SECISBP2
MTCP1
C10orf10
C2orf69
ASAH2
CLIC4
SNAP29
TRMT11
ARMS2
